,Unnamed: 0,№ брони,Номеров,Стоимость,Внесена предоплата,Способ оплаты,Дата бронирования,Заезд,Ночей,Выезд,Источник,Категория номера,Гостей,Гостиница,Разница до заезда (дни),Продолжительность пребывания (дни)
1277,1277,20220629-6634-135479405,1,74300.0,30000,Банк. карта: Банк Россия (банк. карта),2022-04-24 18:02:40,2022-06-29 15:00:00,3,2022-07-02 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,65,2
1278,1278,20231226-6634-232045124,1,178505.0,36290,Банк. карта: Банк Россия (банк. карта),2023-10-22 12:52:43,2023-12-26 15:00:00,4,2023-12-30 12:00:00,Программа лояльности,Коттедж с 3 спальнями,5,1,65,3
1279,1279,20230721-6634-202109603,1,25800.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-31 15:35:28,2023-07-21 15:00:00,2,2023-07-23 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,50,1
1280,1280,20220804-7491-129650111,1,7500.0,7500,Банк. карта: Банк Россия (банк. карта),2022-03-22 20:53:35,2022-08-04 15:00:00,1,2022-08-05 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,134,0
1281,1281,20230917-7492-215725916,1,68040.0,16920,Банк. карта: Банк Россия (банк. карта),2023-08-02 21:50:06,2023-09-17 15:00:00,5,2023-09-22 12:00:00,Официальный сайт,Номер «Студия»,2,2,45,4
1282,1282,20230930-6634-223723541,1,12100.0,0,Внешняя система оплаты (С предоплатой),2023-09-09 19:21:26,2023-09-30 15:00:00,1,2023-10-01 12:00:00,Cuva,Номер «Стандарт»,2,1,20,0
1283,1283,20230901-6634-218764028,1,20600.0,20600,Банк. карта: Банк Россия (банк. карта),2023-08-16 13:05:40,2023-09-01 15:00:00,2,2023-09-03 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,16,1
1284,1284,20220408-7492-131489562,1,28890.0,28890,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-02 13:20:43,2022-04-08 15:00:00,2,2022-04-10 12:00:00,Официальный сайт,Номер «Студия»,2,2,6,1
1285,1285,20230326-6634-178492697,1,23370.0,23370,Банк. карта: Банк Россия (банк. карта),2023-01-11 15:43:46,2023-03-26 15:00:00,3,2023-03-29 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,73,2
1286,1286,20230930-7491-224221044,1,27265.0,16340,Банк. карта: Банк Россия (банк. карта),2023-09-12 13:57:36,2023-09-30 15:00:00,2,2023-10-02 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,18,1
1287,1287,20230829-7491-215615816,1,35000.0,12700,Банк. карта: Банк Россия (банк. карта),2023-08-02 14:08:16,2023-08-29 15:00:00,3,2023-09-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,27,2
1288,1288,20240107-6634-239348538,1,36100.0,36100,Банк. карта: Банк Россия (банк. карта),2023-11-30 13:07:23,2024-02-10 15:00:00,1,2024-02-11 12:00:00,Официальный сайт,Номер «Люкс»,3,1,72,0
1289,1289,20231105-6634-233738691,1,38800.0,38800,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-10-31 11:37:04,2023-11-05 15:00:00,1,2023-11-06 12:00:00,Официальный сайт,Коттедж с 2 спальнями,2,1,5,0
1290,1290,20220515-7492-129668284,1,14400.0,14400,Банк. карта: Банк Россия (банк. карта),2022-03-22 22:45:29,2022-05-15 15:00:00,1,2022-05-16 12:00:00,Официальный сайт,Номер «Студия»,3,2,53,0
1291,1291,20221008-6634-163862516,2,28960.0,28960,Банк. карта: Банк Россия (банк. карта),2022-09-26 19:25:13,2022-10-08 15:00:00,1,2022-10-09 12:00:00,Официальный сайт,"1. Апартаменты с 2 спальнями с отдельным входом
2. Апартаменты с 2 спальнями с отдельным входом",8,1,11,0
1292,1292,20231212-7492-237884077,1,6800.0,6460,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-22 13:25:58,2023-12-12 15:00:00,1,2023-12-13 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,20,0
1293,1293,20231008-6634-218302767,1,20145.0,20145,Банк. карта: Банк Россия (банк. карта),2023-08-14 14:43:28,2023-10-08 15:00:00,3,2023-10-11 12:00:00,Официальный сайт,Номер «Люкс»,1,1,55,2
1294,1294,20230116-6634-176116340,1,7000.0,7000,Банк. карта: Банк Россия (банк. карта),2022-12-21 23:27:54,2023-01-23 15:00:00,1,2023-01-24 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,32,0
1295,1295,20220922-7492-159515961,1,15700.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-09-01 21:51:15,2022-09-22 15:00:00,1,2022-09-23 12:00:00,Официальный сайт,Номер «Студия»,2,2,20,0
1296,1296,20220306-7492-126284623,1,10400.0,10400,Банк. карта: Банк Россия (банк. карта),2022-02-25 21:40:10,2022-03-06 15:00:00,1,2022-03-07 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,8,0
1297,1297,20240104-16563-240657234,1,90000.0,90000,Банк. карта: Банк Россия (банк. карта),2023-12-08 09:18:59,2024-01-04 15:00:00,3,2024-01-07 12:00:00,Программа лояльности,Номер «Студия»,3,4,27,2
1298,1298,20230430-6634-193879146,1,78900.0,78900,Банк. карта: Банк Россия (банк. карта),2023-04-15 19:43:34,2023-04-30 15:00:00,5,2023-05-05 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,14,4
1299,1299,20221015-6634-162252796,1,38300.0,38300,Банк. карта: Банк Россия (банк. карта),2022-09-16 09:18:59,2022-10-15 15:00:00,1,2022-10-16 12:00:00,Официальный сайт,Коттедж с 3 спальнями,1,1,29,0
1300,1300,20220805-6634-152854048,1,9000.0,9000,Банк. карта: Банк Россия (банк. карта),2022-07-30 13:18:55,2022-08-05 15:00:00,1,2022-08-06 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,6,0
1301,1301,20240120-7491-242125145,2,43800.0,0,Внешняя система оплаты (С предоплатой),2023-12-17 17:14:15,2024-01-20 15:00:00,3,2024-01-23 12:00:00,OneTwoTrip,Номер «Стандарт»,5,3,33,2
1302,1302,20220404-6634-130904392,1,54700.0,54700,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-30 14:53:42,2022-04-04 15:00:00,3,2022-04-07 12:00:00,Официальный сайт,Коттедж с 2 спальнями,3,1,5,2
1303,1303,20230711-7491-208371075,1,39800.0,13600,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-01 15:16:02,2023-07-11 15:00:00,3,2023-07-14 12:00:00,Официальный сайт,Номер «Стандарт»,1,3,9,2
1304,1304,20220422-6634-130568775,1,26410.0,26410,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-28 15:42:07,2022-04-22 15:00:00,2,2022-04-24 12:00:00,Официальный сайт,Номер «Люкс»,4,1,24,1
1305,1305,20230515-7491-196889866,1,17480.0,0,Внешняя система оплаты,2023-05-02 16:23:20,2023-05-15 15:00:00,2,2023-05-17 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,3,12,1
1306,1306,20230303-16563-178683133,1,26220.0,12445,Банк. карта: Банк Россия (банк. карта),2023-01-12 19:23:43,2023-03-03 15:00:00,2,2023-03-05 12:00:00,Официальный сайт,Номер «Студия»,2,4,49,1
1307,1307,20220216-7492-123059577,1,7200.0,0,Гарантия банковской картой,2022-01-31 14:43:43,2022-02-16 15:00:00,1,2022-02-17 12:00:00,booking.com,Номер «Стандарт»,2,2,16,0
1308,1308,20220608-7491-134659724,1,39045.0,13015,Банк. карта: Банк Россия (банк. карта),2022-04-18 20:44:57,2022-06-08 15:00:00,3,2022-06-11 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,50,2
1309,1309,20220818-7492-152090456,1,27800.0,13900,Банк. карта: Банк Россия (банк. карта),2022-07-26 18:20:00,2022-08-18 15:00:00,2,2022-08-20 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,22,1
1310,1310,20230515-7492-186387854,1,13300.0,13300,Банк. карта: Банк Россия (банк. карта),2023-03-02 19:53:44,2023-05-15 15:00:00,1,2023-05-16 12:00:00,Официальный сайт,Номер «Студия»,2,2,73,0
1311,1311,20230201-16563-179579695,1,47400.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-01-18 18:53:48,2023-02-01 15:00:00,3,2023-02-04 12:00:00,Бронирование из экстранета,Номер «Студия»,2,4,13,2
1312,1312,20230605-7491-202889581,1,34390.0,17195,Отложенная электронная оплата: Банк Россия (банк. карта),2023-06-04 19:43:52,2023-06-05 15:00:00,2,2023-06-07 12:00:00,Бронирование из экстранета,Номер «Стандарт»,3,3,0,1
1313,1313,20220424-7492-131701766,1,15200.0,15200,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-03 19:01:12,2022-04-24 15:00:00,2,2022-04-26 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,20,1
1314,1314,20231023-7491-224397809,1,16830.0,5610,Банк. карта: Банк Россия (банк. карта),2023-09-13 11:46:33,2023-10-23 15:00:00,3,2023-10-26 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,40,2
1315,1315,20220726-7492-141883181,2,25400.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-06-04 18:04:45,2022-07-26 15:00:00,1,2022-07-27 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,51,0
1316,1316,20230827-6634-215553745,1,44030.0,44030,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-02 10:29:46,2023-08-27 15:00:00,8,2023-09-04 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,25,7
1317,1317,20230715-7491-210946182,1,18100.0,18100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-12 20:22:22,2023-07-15 15:00:00,1,2023-07-16 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,2,0
1318,1318,20220627-6634-144893915,1,26030.0,26030,Банк. карта: Банк Россия (банк. карта),2022-06-20 21:31:13,2022-06-27 15:00:00,2,2022-06-29 12:00:00,Официальный сайт,Номер «Люкс»,2,1,6,1
1319,1319,20220807-16563-130434633,1,136000.0,34000,Банк. карта: Банк Россия (банк. карта),2022-03-27 18:18:07,2022-08-07 15:00:00,4,2022-08-11 12:00:00,Официальный сайт,Номер «Студия»,4,4,132,3
1320,1320,20220822-7491-132636471,1,50800.0,7900,Банк. карта: Банк Россия (банк. карта),2022-04-07 20:53:28,2022-08-22 15:00:00,6,2022-08-28 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,136,5
1321,1321,20230529-7491-200827291,1,9800.0,9800,Банк. карта: Банк Россия (банк. карта),2023-05-24 16:54:03,2023-05-29 15:00:00,1,2023-05-30 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,4,0
1322,1322,20230716-6634-211409721,1,38800.0,0,Внешняя система оплаты,2023-07-14 18:28:13,2023-07-16 15:00:00,1,2023-07-17 12:00:00,Яндекс.Путешествия,Коттедж с 2 спальнями,2,1,1,0
1323,1323,20220813-7492-150750758,1,13900.0,13900,Банк. карта: Банк Россия (банк. карта),2022-07-20 09:22:46,2022-08-13 15:00:00,1,2022-08-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,24,0
1324,1324,20230916-6634-220409281,1,10300.0,0,При заселении,2023-08-23 23:19:31,2023-09-16 15:00:00,1,2023-09-17 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,23,0
1325,1325,20230804-7491-187921882,2,56800.0,20600,Банк. карта: Банк Россия (банк. карта),2023-03-12 23:11:16,2023-08-04 15:00:00,3,2023-08-07 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,144,2
1326,1326,20230925-6634-219293730,1,10000.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-18 16:28:19,2023-09-25 15:00:00,1,2023-09-26 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,7,1,37,0
1327,1327,20220418-7492-133654909,2,24900.0,24900,Банк. карта: Банк Россия (банк. карта),2022-04-13 12:04:10,2022-04-18 15:00:00,1,2022-04-19 12:00:00,Официальный сайт,Номер «Студия»,4,2,5,0
1328,1328,20220329-7491-122892865,1,12600.0,0,Гарантия банковской картой,2022-01-29 20:58:02,2022-03-29 15:00:00,2,2022-03-31 12:00:00,booking.com,Номер «Стандарт»,2,3,58,1
1329,1329,20230829-7491-210565035,1,10300.0,10300,Банк. карта: Банк Россия (банк. карта),2023-07-11 11:28:43,2023-08-29 15:00:00,1,2023-08-30 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,49,0
1330,1330,20231210-7491-237388916,1,14060.0,14060,Банк. карта: Банк Россия (банк. карта),2023-11-19 20:27:51,2023-12-10 15:00:00,2,2023-12-12 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,20,1
1331,1331,20230614-16563-190810264,1,58800.0,19600,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-03-29 10:32:40,2023-06-14 15:00:00,3,2023-06-17 12:00:00,Официальный сайт,Номер «Студия»,2,4,77,2
1332,1332,20230507-16563-195872150,1,25700.0,25700,Отложенная электронная оплата: Банк Россия (банк. карта),2023-04-26 18:14:48,2023-05-07 15:00:00,1,2023-05-08 12:00:00,Бронирование из экстранета,Номер «Студия»,3,4,10,0
1333,1333,20220927-7491-158268293,1,22400.0,11400,Банк. карта: Банк Россия (банк. карта),2022-08-26 12:31:27,2022-09-27 15:00:00,2,2022-09-29 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,32,1
1334,1334,20231117-7492-236847299,1,15100.0,15100,Банк. карта: Банк Россия (банк. карта),2023-11-16 16:33:29,2023-11-17 15:00:00,1,2023-11-18 12:00:00,Официальный сайт,Номер «Студия»,3,2,0,0
1335,1335,20230908-7492-189925595,1,46400.0,10300,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-03-24 01:35:41,2023-09-08 15:00:00,5,2023-09-13 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,168,4
1336,1336,20221204-6634-169932898,1,85200.0,0,Внешняя система оплаты (С предоплатой),2022-11-07 17:53:43,2022-12-04 15:00:00,4,2022-12-08 12:00:00,ostrovok.ru,Коттедж с 2 спальнями,3,1,26,3
1337,1337,20230919-7491-225614685,1,10500.0,10500,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-09-19 12:38:57,2023-09-19 15:00:00,1,2023-09-20 12:00:00,Официальный сайт,Номер «Стандарт»,1,3,0,0
1338,1338,20220530-7491-139522152,2,24000.0,24000,Банк. карта: Банк Россия (банк. карта),2022-05-21 16:42:08,2022-05-30 15:00:00,1,2022-05-31 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,8,0
1339,1339,20230701-7492-206859143,1,14800.0,14800,Банк. карта: Банк Россия (банк. карта),2023-06-23 23:28:03,2023-07-01 15:00:00,1,2023-07-02 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,7,0
1340,1340,20230904-7492-220474551,1,54400.0,0,Внешняя система оплаты (Оплата наличными),2023-08-24 11:36:26,2023-09-04 15:00:00,3,2023-09-07 12:00:00,Bronevik.com(new),Номер «Студия»,2,2,11,2
1341,1341,20240129-6634-244178602,1,137790.0,137790,Банк. карта: Банк Россия (банк. карта),2023-12-31 18:02:56,2024-01-29 15:00:00,4,2024-02-02 12:00:00,Официальный сайт,Коттедж с 2 спальнями,5,1,28,3
1342,1342,20231029-6634-216595571,1,35190.0,35190,Банк. карта: Банк Россия (банк. карта),2023-08-06 23:18:03,2023-10-29 15:00:00,3,2023-11-01 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,83,2
1343,1343,20220129-7492-122744372,1,9810.0,0,Гарантия банковской картой,2022-01-28 14:33:43,2022-01-29 15:00:00,1,2022-01-30 12:00:00,booking.com,Номер «Стандарт»,2,2,1,0
1344,1344,20220818-7492-151788586,1,13900.0,13900,Банк. карта: Банк Россия (банк. карта),2022-07-25 12:50:15,2022-08-18 15:00:00,1,2022-08-19 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,24,0
1345,1345,20231105-7491-234590895,1,12000.0,12000,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-04 13:43:34,2023-11-05 15:00:00,1,2023-11-06 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,1,0
1346,1346,20220205-7491-122805503,1,7290.0,0,Гарантия банковской картой,2022-01-28 23:38:31,2022-02-05 15:00:00,1,2022-02-06 12:00:00,booking.com,Номер «Стандарт»,2,3,7,0
1347,1347,20230323-6634-186200068,1,5100.0,5100,Банк. карта: Банк Россия (банк. карта),2023-03-01 17:54:21,2023-03-23 15:00:00,1,2023-03-24 12:00:00,Официальный сайт,Номер «Стандарт»,1,1,21,0
1348,1348,20231125-6634-232375006,1,9100.0,9100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-10-24 09:37:13,2023-11-25 15:00:00,1,2023-11-26 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,32,0
1349,1349,20220704-7491-138204856,1,13700.0,13700,Банк. карта: Банк Россия (банк. карта),2022-05-13 12:41:05,2022-07-04 15:00:00,1,2022-07-05 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,52,0
1350,1350,20220819-6634-154230929,2,20800.0,20800,Банк. карта: Банк Россия (банк. карта),2022-08-06 08:52:57,2022-08-19 15:00:00,1,2022-08-20 12:00:00,Официальный сайт,"1. Номер «Стандарт»
2. Номер «Стандарт»",4,1,13,0
1351,1351,20221107-6634-169861972,1,7700.0,7700,Банк. карта: Банк Россия (банк. карта),2022-11-07 11:30:39,2022-11-07 15:00:00,1,2022-11-08 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,0,0
1352,1352,20230920-7491-219817435,1,49470.0,7990,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-21 12:42:43,2023-09-20 15:00:00,6,2023-09-26 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,30,5
1353,1353,20221023-7491-164128509,1,14630.0,7505,Банк. карта: Банк Россия (банк. карта),2022-09-28 16:34:47,2022-10-23 15:00:00,2,2022-10-25 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,24,1
1354,1354,20230903-7491-214967173,1,29920.0,29920,Внешняя система оплаты (С предоплатой),2023-07-30 18:50:56,2023-09-03 15:00:00,4,2023-09-07 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,1,3,34,3
1355,1355,20230809-7492-216684091,1,14800.0,14800,Банк. карта: Банк Россия (банк. карта),2023-08-07 12:23:55,2023-08-09 15:00:00,1,2023-08-10 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,2,0
1356,1356,20230809-7491-205012871,2,57600.0,28800,Отложенная электронная оплата: Банк Россия (банк. карта),2023-06-15 11:18:53,2023-08-09 15:00:00,2,2023-08-11 12:00:00,Бронирование из экстранета,Номер «Стандарт»,4,3,55,1
1357,1357,20230511-7491-198183466,1,22300.0,10300,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-10 13:09:25,2023-05-11 15:00:00,2,2023-05-13 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,3,1,1
1358,1358,20230825-7491-191710089,1,36200.0,18100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-04-03 16:19:47,2023-08-25 15:00:00,2,2023-08-27 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,143,1
1359,1359,20230712-7492-209030962,1,14800.0,14800,Отложенная электронная оплата: Банк Россия (банк. карта),2023-07-04 16:00:14,2023-07-12 15:00:00,1,2023-07-13 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,7,0
1360,1360,20221210-6634-174489134,1,26800.0,26800,Банк. карта: Банк Россия (банк. карта),2022-12-08 21:22:12,2022-12-10 15:00:00,1,2022-12-11 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,1,0
1361,1361,20220407-7492-132487642,1,51600.0,51600,Банк. карта: Банк Россия (банк. карта),2022-04-07 10:57:10,2022-04-07 15:00:00,3,2022-04-10 12:00:00,Официальный сайт,Номер «Студия»,2,2,0,2
1362,1362,20220408-6634-132260090,1,43095.0,43095,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-06 12:08:01,2022-04-08 15:00:00,8,2022-04-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,2,7
1363,1363,20220508-7492-135660995,1,13500.0,13500,Банк. карта: Банк Россия (банк. карта),2022-04-25 20:06:36,2022-05-08 15:00:00,1,2022-05-09 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,12,0
1364,1364,20231209-7492-235924996,1,27810.0,8730,Банк. карта: Банк Россия (банк. карта),2023-11-11 20:12:50,2023-12-09 15:00:00,4,2023-12-13 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,27,3
1365,1365,20230213-6634-182587807,1,9800.0,9800,Банк. карта: Банк Россия (банк. карта),2023-02-06 21:30:20,2023-02-13 15:00:00,1,2023-02-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,6,0
1366,1366,20220312-7491-125004908,1,14820.0,14820,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-02-15 21:22:13,2022-03-12 15:00:00,2,2022-03-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,24,1
1367,1367,20231101-6634-231100794,1,150000.0,150000,Банк. карта: Банк Россия (банк. карта),2023-10-17 13:26:27,2023-11-01 15:00:00,3,2023-11-04 12:00:00,Программа лояльности,Коттедж с 3 спальнями,6,1,15,2
1368,1368,20230131-6634-180638330,1,7400.0,7400,Банк. карта: Банк Россия (банк. карта),2023-01-25 15:25:20,2023-01-31 15:00:00,1,2023-02-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,5,0
1369,1369,20230226-7492-185655446,1,9100.0,0,При заселении,2023-02-26 12:38:42,2023-02-26 15:00:00,1,2023-02-27 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,0,0
1370,1370,20230908-7491-215583150,1,19950.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-02 12:09:11,2023-09-08 15:00:00,2,2023-09-10 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,3,37,1
1371,1371,20231029-7491-233264651,1,32400.0,16700,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-10-28 17:40:18,2023-10-29 15:00:00,2,2023-10-31 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,0,1
1372,1372,20220718-6634-150030321,1,37200.0,37200,Банк. карта: Банк Россия (банк. карта),2022-07-16 16:35:57,2022-07-18 15:00:00,3,2022-07-21 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,1,2
1373,1373,20220414-7491-131520046,1,7000.0,7000,Банк. карта: Банк Россия (банк. карта),2022-04-02 15:57:09,2022-04-14 15:00:00,1,2022-04-15 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,11,0
1374,1374,20231014-7491-219443122,1,7500.0,7500,Банк. карта: Банк Россия (банк. карта),2023-08-19 12:52:30,2023-10-14 15:00:00,1,2023-10-15 12:00:00,Официальный сайт,Номер «Стандарт»,5,3,56,0
1375,1375,20230525-7491-200335389,1,19855.0,19855,Внешняя система оплаты (С предоплатой),2023-05-22 10:45:48,2023-05-25 15:00:00,2,2023-05-27 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,3,3,1
1376,1376,20230823-7492-216046208,1,38880.0,38880,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-04 10:43:51,2023-08-23 15:00:00,2,2023-08-25 12:00:00,Официальный сайт,Номер «Студия»,2,2,19,1
1377,1377,20220527-7491-138606225,1,32800.0,16400,Банк. карта: Банк Россия (банк. карта),2022-05-16 11:14:31,2022-05-27 15:00:00,2,2022-05-29 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,11,1
1378,1378,20230707-7491-199254524,1,72000.0,14400,Банк. карта: Банк Россия (банк. карта),2023-05-16 12:18:11,2023-07-07 15:00:00,5,2023-07-12 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,52,4
1379,1379,20230806-7492-215016867,1,14800.0,14800,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-31 01:01:39,2023-08-06 15:00:00,1,2023-08-07 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,6,0
1380,1380,20230730-7491-196982694,1,87400.0,15400,Банк. карта: Банк Россия (банк. карта),2023-05-03 08:25:10,2023-07-30 15:00:00,6,2023-08-05 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,88,5
1381,1381,20220620-16563-140732693,1,47600.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-05-29 07:56:18,2022-06-20 15:00:00,2,2022-06-22 12:00:00,Бронирование из экстранета,Номер «Студия»,2,4,22,1
1382,1382,20221010-7491-158635419,1,26860.0,26860,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-08-28 12:57:09,2022-10-10 15:00:00,3,2022-10-13 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,43,2
1383,1383,20230103-7491-160977638,1,37500.0,37500,Банк. карта: Банк Россия (банк. карта),2022-09-09 11:18:53,2023-01-03 15:00:00,3,2023-01-06 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,116,2
1384,1384,20231126-6634-234753331,1,20615.0,20615,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-05 14:10:46,2023-11-26 15:00:00,2,2023-11-28 12:00:00,Официальный сайт,Номер «Люкс»,2,1,21,1
1385,1385,20230807-6634-215661857,1,23000.0,23000,Банк. карта: Банк Россия (банк. карта),2023-08-02 17:06:38,2023-08-07 15:00:00,1,2023-08-08 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,3,1,4,0
1386,1386,20240112-6634-239783591,1,27200.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-12-02 22:19:02,2024-01-12 15:00:00,2,2024-01-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,40,1
1387,1387,20220306-6634-124871584,1,117000.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-02-14 22:34:34,2022-03-06 15:00:00,2,2022-03-08 12:00:00,Официальный сайт,Коттедж с 3 спальнями,6,1,19,1
1388,1388,20220416-7492-130278462,1,16600.0,16600,Внешняя система оплаты,2022-03-26 15:04:34,2022-04-16 15:00:00,1,2022-04-17 12:00:00,Яндекс.Путешествия,Номер «Студия»,4,2,20,0
1389,1389,20230726-7491-212767588,1,14400.0,14400,Банк. карта: Банк Россия (банк. карта),2023-07-20 17:55:24,2023-07-26 15:00:00,1,2023-07-27 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,5,0
1390,1390,20221228-6634-174635799,1,25400.0,10500,Банк. карта: Банк Россия (банк. карта),2022-12-09 21:57:45,2023-01-06 15:00:00,1,2023-01-07 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,27,0
1391,1391,20230611-7491-201111096,1,28800.0,14400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-05-26 07:44:55,2023-06-11 15:00:00,2,2023-06-13 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,16,1
1392,1392,20231127-7492-238808363,1,17100.0,17100,Банк. карта: Банк Россия (банк. карта),2023-11-27 14:16:01,2023-11-27 15:00:00,1,2023-11-28 12:00:00,Официальный сайт,Номер «Студия»,3,2,0,0
